profile,start,peak,end
8882,2019-09-16 18:13:00,2019-09-16 19:22:00,2019-09-16 19:57:00
8891,2019-09-17 18:13:00,2019-09-17 19:22:00,2019-09-17 19:57:00
8900,2019-09-18 18:13:00,2019-09-18 19:21:00,2019-09-18 19:55:00
8909,2019-09-19 18:13:00,2019-09-19 19:22:00,2019-09-19 19:58:00
8918,2019-09-20 18:13:00,2019-09-20 19:21:00,2019-09-20 19:56:00
8927,2019-09-21 18:13:00,2019-09-21 19:21:00,2019-09-21 19:55:00
8936,2019-09-22 18:13:00,2019-09-22 19:21:00,2019-09-22 19:55:00
8945,2019-09-23 18:13:00,2019-09-23 19:21:00,2019-09-23 19:55:00
8954,2019-09-24 18:13:00,2019-09-24 19:21:00,2019-09-24 19:56:00
8963,2019-09-25 18:13:00,2019-09-25 19:18:00,2019-09-25 19:51:00
8972,2019-09-26 18:13:00,2019-09-26 19:22:00,2019-09-26 19:57:00
8981,2019-09-27 18:13:00,2019-09-27 18:26:00,2019-09-27 18:32:00
8983,2020-08-03 17:53:00,2020-08-03 19:00:00,2020-08-03 19:32:00
8989,2020-08-04 17:08:00,2020-08-04 18:15:00,2020-08-04 18:47:00
8998,2020-08-05 18:13:00,2020-08-05 19:19:00,2020-08-05 19:53:00
9007,2020-08-06 18:13:00,2020-08-06 19:19:00,2020-08-06 19:53:00
9016,2020-08-07 18:13:00,2020-08-07 19:19:00,2020-08-07 19:52:00
9025,2020-08-08 18:13:00,2020-08-08 19:19:00,2020-08-08 19:52:00
9034,2020-08-09 18:13:00,2020-08-09 19:19:00,2020-08-09 19:52:00
9043,2020-08-10 18:13:00,2020-08-10 19:19:00,2020-08-10 19:52:00
9052,2020-08-11 18:13:00,2020-08-11 19:19:00,2020-08-11 19:53:00
9061,2020-08-12 18:13:00,2020-08-12 19:20:00,2020-08-12 19:54:00
9070,2020-08-13 18:13:00,2020-08-13 19:20:00,2020-08-13 19:53:00
9079,2020-08-14 18:13:00,2020-08-14 19:20:00,2020-08-14 19:53:00
9088,2020-08-15 18:13:00,2020-08-15 19:19:00,2020-08-15 19:53:00
9097,2020-08-16 18:13:00,2020-08-16 19:19:00,2020-08-16 19:53:00
9106,2020-08-17 18:13:00,2020-08-17 19:19:00,2020-08-17 19:53:00
9115,2020-08-21 18:13:00,2020-08-21 19:19:00,2020-08-21 19:53:00
9124,2020-08-22 18:13:00,2020-08-22 19:19:00,2020-08-22 19:53:00
9133,2020-08-23 18:13:00,2020-08-23 19:19:00,2020-08-23 19:53:00
9142,2020-08-24 18:13:00,2020-08-24 19:19:00,2020-08-24 19:52:00
9148,2020-08-26 18:13:00,2020-08-26 19:20:00,2020-08-26 19:53:00
9157,2020-08-27 18:13:00,2020-08-27 19:20:00,2020-08-27 19:54:00
9166,2020-08-28 18:13:00,2020-08-28 19:20:00,2020-08-28 19:54:00
9175,2020-08-29 18:13:00,2020-08-29 19:20:00,2020-08-29 19:54:00
9184,2020-08-30 18:13:00,2020-08-30 19:20:00,2020-08-30 19:53:00
9193,2020-08-31 18:13:00,2020-08-31 19:20:00,2020-08-31 19:54:00
9202,2020-09-01 18:13:00,2020-09-01 19:20:00,2020-09-01 19:54:00
9211,2020-09-02 18:13:00,2020-09-02 19:20:00,2020-09-02 19:54:00
9220,2020-09-03 18:13:00,2020-09-03 19:21:00,2020-09-03 19:55:00
9229,2020-09-04 18:13:00,2020-09-04 19:20:00,2020-09-04 19:55:00
9238,2020-09-05 18:13:00,2020-09-05 19:20:00,2020-09-05 19:54:00
9247,2020-09-06 18:13:00,2020-09-06 19:20:00,2020-09-06 19:55:00
9256,2020-09-07 18:13:00,2020-09-07 19:21:00,2020-09-07 19:56:00
9260,2020-09-08 18:13:00,2020-09-08 19:23:00,2020-09-08 19:58:00
9269,2020-09-09 18:13:00,2020-09-09 19:23:00,2020-09-09 19:58:00
9278,2020-09-10 18:13:00,2020-09-10 19:23:00,2020-09-10 19:58:00
9287,2020-09-11 18:13:00,2020-09-11 19:23:00,2020-09-11 19:58:00
9296,2020-09-12 18:13:00,2020-09-12 19:22:00,2020-09-12 19:57:00
9305,2020-09-13 18:13:00,2020-09-13 19:20:00,2020-09-13 19:55:00
9314,2020-09-14 18:13:00,2020-09-14 19:21:00,2020-09-14 19:56:00
9323,2020-09-15 18:13:00,2020-09-15 19:22:00,2020-09-15 19:56:00
9332,2020-09-16 18:13:00,2020-09-16 19:21:00,2020-09-16 19:55:00
9341,2020-09-17 18:13:00,2020-09-17 19:21:00,2020-09-17 19:55:00
9350,2020-09-18 18:13:00,2020-09-18 19:20:00,2020-09-18 19:53:00
9359,2020-09-19 18:13:00,2020-09-19 19:19:00,2020-09-19 19:53:00
9368,2020-09-20 18:13:00,2020-09-20 19:19:00,2020-09-20 19:53:00
9377,2020-09-21 18:13:00,2020-09-21 19:19:00,2020-09-21 19:53:00
9391,2020-09-23 18:13:00,2020-09-23 19:16:00,2020-09-23 19:48:00
9400,2020-09-24 18:13:00,2020-09-24 19:14:00,2020-09-24 19:45:00
9409,2020-09-25 18:13:00,2020-09-25 19:17:00,2020-09-25 19:50:00
9418,2020-09-26 18:13:00,2020-09-26 19:20:00,2020-09-26 19:54:00
9427,2020-09-27 18:13:00,2020-09-27 19:20:00,2020-09-27 19:54:00
9436,2020-09-28 18:13:00,2020-09-28 19:19:00,2020-09-28 19:52:00
9445,2020-09-29 18:13:00,2020-09-29 19:18:00,2020-09-29 19:52:00
9454,2020-09-30 18:13:00,2020-09-30 19:19:00,2020-09-30 19:53:00
9463,2020-10-01 18:13:00,2020-10-01 19:19:00,2020-10-01 19:53:00
9472,2020-10-02 18:13:00,2020-10-02 19:23:00,2020-10-02 19:58:00
9481,2020-10-03 18:13:00,2020-10-03 19:23:00,2020-10-03 19:58:00
9490,2020-10-04 18:13:00,2020-10-04 19:23:00,2020-10-04 19:58:00
9499,2020-10-05 18:13:00,2020-10-05 19:23:00,2020-10-05 19:58:00
9508,2020-10-06 18:13:00,2020-10-06 19:23:00,2020-10-06 19:58:00
9517,2020-10-07 18:13:00,2020-10-07 19:23:00,2020-10-07 19:58:00
9526,2020-10-08 18:13:00,2020-10-08 19:23:00,2020-10-08 19:58:00
9535,2020-10-09 18:13:00,2020-10-09 19:20:00,2020-10-09 19:54:00
9544,2020-10-10 18:13:00,2020-10-10 19:19:00,2020-10-10 19:53:00
9553,2020-10-11 18:13:00,2020-10-11 19:19:00,2020-10-11 19:53:00
9562,2020-10-12 18:13:00,2020-10-12 19:13:00,2020-10-12 19:44:00
9571,2020-10-13 18:13:00,2020-10-13 19:15:00,2020-10-13 19:47:00
9580,2020-10-14 18:13:00,2020-10-14 19:20:00,2020-10-14 19:54:00
9589,2020-10-15 18:13:00,2020-10-15 19:20:00,2020-10-15 19:54:00
9598,2020-10-16 18:13:00,2020-10-16 19:21:00,2020-10-16 19:55:00
9607,2020-10-17 18:13:00,2020-10-17 19:20:00,2020-10-17 19:54:00
9616,2020-10-18 18:13:00,2020-10-18 19:20:00,2020-10-18 19:55:00
9625,2020-10-19 18:13:00,2020-10-19 19:19:00,2020-10-19 19:53:00
9634,2020-10-20 18:13:00,2020-10-20 19:19:00,2020-10-20 19:53:00
9643,2020-10-21 18:13:00,2020-10-21 19:19:00,2020-10-21 19:53:00
9652,2020-10-22 18:13:00,2020-10-22 19:20:00,2020-10-22 19:54:00
9661,2020-10-23 18:13:00,2020-10-23 19:20:00,2020-10-23 19:54:00
9670,2020-10-24 18:13:00,2020-10-24 19:19:00,2020-10-24 19:52:00
9679,2020-10-25 18:13:00,2020-10-25 19:19:00,2020-10-25 19:53:00
9688,2020-10-26 18:13:00,2020-10-26 19:19:00,2020-10-26 19:53:00
9697,2020-10-27 18:13:00,2020-10-27 19:19:00,2020-10-27 19:53:00
9706,2020-10-28 18:13:00,2020-10-28 19:19:00,2020-10-28 19:53:00
9715,2020-10-29 18:13:00,2020-10-29 19:20:00,2020-10-29 19:54:00
9724,2020-10-30 18:13:00,2020-10-30 19:20:00,2020-10-30 19:53:00
9739,2020-11-03 18:13:00,2020-11-03 19:18:00,2020-11-03 19:51:00
9748,2020-11-04 18:13:00,2020-11-04 19:20:00,2020-11-04 19:54:00
9757,2020-11-05 18:13:00,2020-11-05 19:20:00,2020-11-05 19:54:00
9766,2020-11-06 18:13:00,2020-11-06 19:18:00,2020-11-06 19:51:00
9775,2020-11-07 18:13:00,2020-11-07 19:16:00,2020-11-07 19:48:00
9784,2020-11-08 18:13:00,2020-11-08 19:19:00,2020-11-08 19:52:00
9793,2020-11-09 18:13:00,2020-11-09 19:19:00,2020-11-09 19:53:00
9802,2020-11-10 18:13:00,2020-11-10 19:18:00,2020-11-10 19:51:00
9811,2020-11-11 18:13:00,2020-11-11 19:19:00,2020-11-11 19:52:00
9820,2020-11-12 18:13:00,2020-11-12 19:20:00,2020-11-12 19:54:00
9829,2020-11-13 18:13:00,2020-11-13 19:20:00,2020-11-13 19:54:00
9838,2020-11-14 18:13:00,2020-11-14 19:13:00,2020-11-14 19:43:00
9847,2020-11-15 18:13:00,2020-11-15 19:12:00,2020-11-15 19:41:00
9856,2020-11-16 18:13:00,2020-11-16 19:22:00,2020-11-16 19:57:00
9865,2020-11-17 18:13:00,2020-11-17 19:13:00,2020-11-17 19:43:00
9874,2020-11-18 18:13:00,2020-11-18 19:18:00,2020-11-18 19:51:00
9883,2020-11-19 18:13:00,2020-11-19 19:18:00,2020-11-19 19:51:00
9892,2020-11-20 18:13:00,2020-11-20 19:19:00,2020-11-20 19:53:00
9901,2020-11-21 18:13:00,2020-11-21 19:20:00,2020-11-21 19:54:00
9910,2020-11-22 18:13:00,2020-11-22 19:19:00,2020-11-22 19:52:00
9919,2020-11-23 18:13:00,2020-11-23 19:19:00,2020-11-23 19:53:00
9928,2020-11-24 18:13:00,2020-11-24 19:20:00,2020-11-24 19:53:00
9937,2020-11-25 18:13:00,2020-11-25 19:06:00,2020-11-25 19:33:00
9946,2020-11-26 18:13:00,2020-11-26 19:19:00,2020-11-26 19:52:00
9955,2020-11-27 18:13:00,2020-11-27 19:19:00,2020-11-27 19:52:00
9964,2020-11-28 18:13:00,2020-11-28 19:20:00,2020-11-28 19:53:00
9973,2020-11-29 18:13:00,2020-11-29 19:21:00,2020-11-29 19:56:00
9982,2020-11-30 18:13:00,2020-11-30 19:14:00,2020-11-30 19:45:00
9991,2020-12-01 18:13:00,2020-12-01 19:20:00,2020-12-01 19:55:00
10000,2020-12-02 18:13:00,2020-12-02 19:13:00,2020-12-02 19:44:00
10009,2020-12-03 18:13:00,2020-12-03 19:13:00,2020-12-03 19:43:00
10018,2020-12-04 18:13:00,2020-12-04 19:18:00,2020-12-04 19:51:00
10027,2020-12-05 18:13:00,2020-12-05 19:20:00,2020-12-05 19:54:00
10036,2020-12-06 18:13:00,2020-12-06 19:20:00,2020-12-06 19:54:00
10046,2020-12-07 20:43:00,2020-12-07 21:23:00,2020-12-07 22:09:00
10054,2020-12-08 18:13:00,2020-12-08 19:08:00,2020-12-08 19:36:00
10063,2020-12-09 18:13:00,2020-12-09 19:17:00,2020-12-09 19:50:00
10072,2020-12-10 18:13:00,2020-12-10 19:19:00,2020-12-10 19:53:00
10081,2020-12-11 18:13:00,2020-12-11 19:19:00,2020-12-11 19:53:00
10090,2020-12-12 18:13:00,2020-12-12 19:20:00,2020-12-12 19:54:00
10099,2020-12-13 18:13:00,2020-12-13 19:12:00,2020-12-13 19:42:00
10108,2020-12-14 18:13:00,2020-12-14 19:16:00,2020-12-14 19:49:00
10117,2020-12-15 18:13:00,2020-12-15 19:18:00,2020-12-15 19:51:00
10126,2020-12-16 18:13:00,2020-12-16 19:15:00,2020-12-16 19:47:00
10135,2020-12-17 18:13:00,2020-12-17 19:18:00,2020-12-17 19:50:00
10144,2020-12-18 18:13:00,2020-12-18 19:19:00,2020-12-18 19:53:00
10153,2020-12-19 18:13:00,2020-12-19 19:17:00,2020-12-19 19:49:00
10162,2020-12-20 18:13:00,2020-12-20 19:19:00,2020-12-20 19:53:00
10171,2020-12-21 18:13:00,2020-12-21 19:17:00,2020-12-21 19:50:00
10180,2020-12-22 18:13:00,2020-12-22 19:18:00,2020-12-22 19:51:00
10189,2020-12-23 18:13:00,2020-12-23 19:19:00,2020-12-23 19:53:00
10198,2020-12-24 18:13:00,2020-12-24 19:18:00,2020-12-24 19:51:00
10207,2020-12-25 18:13:00,2020-12-25 19:15:00,2020-12-25 19:46:00
10216,2020-12-26 18:13:00,2020-12-26 19:18:00,2020-12-26 19:52:00
10225,2020-12-27 18:13:00,2020-12-27 19:20:00,2020-12-27 19:54:00
10234,2020-12-28 18:13:00,2020-12-28 19:19:00,2020-12-28 19:53:00
10243,2020-12-29 18:13:00,2020-12-29 19:17:00,2020-12-29 19:50:00
10252,2020-12-30 18:13:00,2020-12-30 19:12:00,2020-12-30 19:42:00
10261,2020-12-31 18:13:00,2020-12-31 19:17:00,2020-12-31 19:49:00
10270,2021-01-01 18:13:00,2021-01-01 19:16:00,2021-01-01 19:49:00
10279,2021-01-02 18:13:00,2021-01-02 19:10:00,2021-01-02 19:38:00
10288,2021-01-03 18:13:00,2021-01-03 19:10:00,2021-01-03 19:39:00
10297,2021-01-04 18:13:00,2021-01-04 19:12:00,2021-01-04 19:42:00
10306,2021-01-05 18:13:00,2021-01-05 19:10:00,2021-01-05 19:39:00
10315,2021-01-06 18:13:00,2021-01-06 19:10:00,2021-01-06 19:40:00
10324,2021-01-07 18:13:00,2021-01-07 19:16:00,2021-01-07 19:49:00
10333,2021-01-08 18:13:00,2021-01-08 19:13:00,2021-01-08 19:44:00
10342,2021-01-09 18:13:00,2021-01-09 19:19:00,2021-01-09 19:52:00
10351,2021-01-10 18:13:00,2021-01-10 19:00:00,2021-01-10 19:25:00
10360,2021-01-11 18:13:00,2021-01-11 19:15:00,2021-01-11 19:46:00
10369,2021-01-12 18:13:00,2021-01-12 19:09:00,2021-01-12 19:37:00
10375,2021-01-15 20:43:00,2021-01-15 21:46:00,2021-01-15 23:14:00
10383,2021-01-16 18:13:00,2021-01-16 19:18:00,2021-01-16 19:50:00
10392,2021-01-17 18:13:00,2021-01-17 19:16:00,2021-01-17 19:48:00
10401,2021-01-18 18:13:00,2021-01-18 19:14:00,2021-01-18 19:46:00
10410,2021-01-19 18:13:00,2021-01-19 19:19:00,2021-01-19 19:52:00
10419,2021-01-20 18:13:00,2021-01-20 19:19:00,2021-01-20 19:52:00
10428,2021-01-21 18:13:00,2021-01-21 19:19:00,2021-01-21 19:53:00
10437,2021-01-22 18:13:00,2021-01-22 19:18:00,2021-01-22 19:51:00
10446,2021-01-23 18:13:00,2021-01-23 19:19:00,2021-01-23 19:52:00
10455,2021-01-24 18:13:00,2021-01-24 19:14:00,2021-01-24 19:45:00
10464,2021-01-25 18:13:00,2021-01-25 19:18:00,2021-01-25 19:50:00
10473,2021-01-26 18:13:00,2021-01-26 19:19:00,2021-01-26 19:53:00
10482,2021-01-27 18:13:00,2021-01-27 19:19:00,2021-01-27 19:52:00
10491,2021-01-28 18:13:00,2021-01-28 19:22:00,2021-01-28 19:56:00
10500,2021-01-29 18:13:00,2021-01-29 19:22:00,2021-01-29 19:57:00
10509,2021-01-30 18:13:00,2021-01-30 19:20:00,2021-01-30 19:54:00
10518,2021-01-31 18:13:00,2021-01-31 19:18:00,2021-01-31 19:51:00
10527,2021-02-01 18:13:00,2021-02-01 19:19:00,2021-02-01 19:52:00
10536,2021-02-02 18:13:00,2021-02-02 19:20:00,2021-02-02 19:54:00
10545,2021-02-03 18:13:00,2021-02-03 19:17:00,2021-02-03 19:50:00
10554,2021-02-04 18:13:00,2021-02-04 19:19:00,2021-02-04 19:52:00
10563,2021-02-05 18:13:00,2021-02-05 19:18:00,2021-02-05 19:51:00
10572,2021-02-06 18:13:00,2021-02-06 19:18:00,2021-02-06 19:51:00
10581,2021-02-07 18:13:00,2021-02-07 19:19:00,2021-02-07 19:53:00
10590,2021-02-08 18:13:00,2021-02-08 19:19:00,2021-02-08 19:53:00
10599,2021-02-09 18:13:00,2021-02-09 19:20:00,2021-02-09 19:54:00
10608,2021-02-10 18:13:00,2021-02-10 19:20:00,2021-02-10 19:53:00
10617,2021-02-11 18:13:00,2021-02-11 19:21:00,2021-02-11 19:55:00
10626,2021-02-12 18:13:00,2021-02-12 19:21:00,2021-02-12 19:55:00
10635,2021-02-13 18:13:00,2021-02-13 19:18:00,2021-02-13 19:52:00
10644,2021-02-14 18:13:00,2021-02-14 19:15:00,2021-02-14 19:46:00
10653,2021-02-15 18:13:00,2021-02-15 19:19:00,2021-02-15 19:53:00
10662,2021-02-16 18:13:00,2021-02-16 19:16:00,2021-02-16 19:48:00
10671,2021-02-17 18:13:00,2021-02-17 19:18:00,2021-02-17 19:52:00
10680,2021-02-18 18:13:00,2021-02-18 19:18:00,2021-02-18 19:51:00
10689,2021-02-19 18:13:00,2021-02-19 19:18:00,2021-02-19 19:50:00
10698,2021-02-20 18:13:00,2021-02-20 19:19:00,2021-02-20 19:52:00
10707,2021-02-21 18:13:00,2021-02-21 19:17:00,2021-02-21 19:49:00
10716,2021-02-22 18:13:00,2021-02-22 19:17:00,2021-02-22 19:50:00
10725,2021-02-23 18:13:00,2021-02-23 19:18:00,2021-02-23 19:51:00
10734,2021-02-24 18:13:00,2021-02-24 19:18:00,2021-02-24 19:51:00
10743,2021-02-25 18:13:00,2021-02-25 19:19:00,2021-02-25 19:53:00
10752,2021-02-26 18:13:00,2021-02-26 19:13:00,2021-02-26 19:44:00
10761,2021-02-27 18:13:00,2021-02-27 19:19:00,2021-02-27 19:53:00
10770,2021-02-28 18:13:00,2021-02-28 19:20:00,2021-02-28 19:54:00
10779,2021-03-01 18:13:00,2021-03-01 19:18:00,2021-03-01 19:52:00
10788,2021-03-02 18:13:00,2021-03-02 19:16:00,2021-03-02 19:47:00
10797,2021-03-03 18:13:00,2021-03-03 19:19:00,2021-03-03 19:53:00
10806,2021-03-04 18:13:00,2021-03-04 19:10:00,2021-03-04 19:39:00
10815,2021-03-05 18:13:00,2021-03-05 19:15:00,2021-03-05 19:47:00
10824,2021-03-06 18:13:00,2021-03-06 19:15:00,2021-03-06 19:47:00
10833,2021-03-07 18:13:00,2021-03-07 19:19:00,2021-03-07 19:52:00
10842,2021-03-08 18:13:00,2021-03-08 19:15:00,2021-03-08 19:47:00
10851,2021-03-09 18:13:00,2021-03-09 19:18:00,2021-03-09 19:51:00
10860,2021-03-10 18:13:00,2021-03-10 19:20:00,2021-03-10 19:53:00
10869,2021-03-11 18:13:00,2021-03-11 19:20:00,2021-03-11 19:54:00
10878,2021-03-12 18:13:00,2021-03-12 19:21:00,2021-03-12 19:55:00
10887,2021-03-13 18:13:00,2021-03-13 19:20:00,2021-03-13 19:55:00
10896,2021-03-14 18:13:00,2021-03-14 19:21:00,2021-03-14 19:55:00
10905,2021-03-15 18:13:00,2021-03-15 19:21:00,2021-03-15 19:56:00
10914,2021-03-16 18:13:00,2021-03-16 19:20:00,2021-03-16 19:54:00
10923,2021-03-17 18:13:00,2021-03-17 19:20:00,2021-03-17 19:54:00
10932,2021-03-18 18:13:00,2021-03-18 19:13:00,2021-03-18 19:43:00
10941,2021-03-19 18:13:00,2021-03-19 19:16:00,2021-03-19 19:49:00
10950,2021-03-20 18:13:00,2021-03-20 19:19:00,2021-03-20 19:52:00
10959,2021-03-21 18:13:00,2021-03-21 19:19:00,2021-03-21 19:53:00
10968,2021-03-22 18:13:00,2021-03-22 19:19:00,2021-03-22 19:53:00
10977,2021-03-23 18:13:00,2021-03-23 19:19:00,2021-03-23 19:53:00
10986,2021-03-24 18:13:00,2021-03-24 19:19:00,2021-03-24 19:53:00
10988,2021-03-25 18:13:00,2021-03-25 19:18:00,2021-03-25 19:51:00
10997,2021-03-26 18:13:00,2021-03-26 19:19:00,2021-03-26 19:53:00
11006,2021-03-27 18:13:00,2021-03-27 19:20:00,2021-03-27 19:54:00
11015,2021-03-28 18:13:00,2021-03-28 19:20:00,2021-03-28 19:54:00
11024,2021-03-29 18:13:00,2021-03-29 19:19:00,2021-03-29 19:53:00
11033,2021-03-30 18:13:00,2021-03-30 19:20:00,2021-03-30 19:54:00
11042,2021-03-31 18:13:00,2021-03-31 19:20:00,2021-03-31 19:53:00
11051,2021-04-01 18:13:00,2021-04-01 19:18:00,2021-04-01 19:51:00
11060,2021-04-02 18:13:00,2021-04-02 19:19:00,2021-04-02 19:52:00
11069,2021-04-03 18:13:00,2021-04-03 19:18:00,2021-04-03 19:51:00
11078,2021-04-04 18:13:00,2021-04-04 19:19:00,2021-04-04 19:52:00
11087,2021-04-05 18:13:00,2021-04-05 19:19:00,2021-04-05 19:52:00
11096,2021-04-06 18:13:00,2021-04-06 19:19:00,2021-04-06 19:53:00
11105,2021-04-07 18:13:00,2021-04-07 19:19:00,2021-04-07 19:53:00
11114,2021-04-08 18:13:00,2021-04-08 19:19:00,2021-04-08 19:53:00
11123,2021-04-09 18:13:00,2021-04-09 19:20:00,2021-04-09 19:53:00
11132,2021-04-10 18:13:00,2021-04-10 19:19:00,2021-04-10 19:53:00
11141,2021-04-11 18:13:00,2021-04-11 19:19:00,2021-04-11 19:52:00
11150,2021-04-12 18:13:00,2021-04-12 19:19:00,2021-04-12 19:53:00
11159,2021-04-13 18:13:00,2021-04-13 19:19:00,2021-04-13 19:52:00
11168,2021-04-14 18:13:00,2021-04-14 19:19:00,2021-04-14 19:52:00
11177,2021-04-15 18:13:00,2021-04-15 19:19:00,2021-04-15 19:53:00
11186,2021-04-16 18:13:00,2021-04-16 19:19:00,2021-04-16 19:52:00
11195,2021-04-17 18:13:00,2021-04-17 19:19:00,2021-04-17 19:52:00
11204,2021-04-18 18:13:00,2021-04-18 19:19:00,2021-04-18 19:52:00
11213,2021-04-19 18:13:00,2021-04-19 19:19:00,2021-04-19 19:52:00
11222,2021-04-20 18:13:00,2021-04-20 19:18:00,2021-04-20 19:51:00
11231,2021-04-21 18:13:00,2021-04-21 19:19:00,2021-04-21 19:52:00
11240,2021-04-22 18:13:00,2021-04-22 19:19:00,2021-04-22 19:52:00
11249,2021-04-23 18:13:00,2021-04-23 19:19:00,2021-04-23 19:52:00
11258,2021-04-24 18:13:00,2021-04-24 19:18:00,2021-04-24 19:51:00
11267,2021-04-25 18:13:00,2021-04-25 19:18:00,2021-04-25 19:51:00
11276,2021-04-26 18:13:00,2021-04-26 19:19:00,2021-04-26 19:53:00
11285,2021-04-27 18:13:00,2021-04-27 19:20:00,2021-04-27 19:54:00
11294,2021-04-28 18:13:00,2021-04-28 19:20:00,2021-04-28 19:55:00
11303,2021-04-29 18:13:00,2021-04-29 19:19:00,2021-04-29 19:53:00
11312,2021-04-30 18:13:00,2021-04-30 19:19:00,2021-04-30 19:52:00
11321,2021-05-01 18:13:00,2021-05-01 19:18:00,2021-05-01 19:51:00
11330,2021-05-02 18:13:00,2021-05-02 19:16:00,2021-05-02 19:49:00
11339,2021-05-03 18:13:00,2021-05-03 19:18:00,2021-05-03 19:51:00
11348,2021-05-04 18:13:00,2021-05-04 19:19:00,2021-05-04 19:52:00
11357,2021-05-05 18:13:00,2021-05-05 19:19:00,2021-05-05 19:53:00
11366,2021-05-06 18:13:00,2021-05-06 19:19:00,2021-05-06 19:53:00
11375,2021-05-07 18:13:00,2021-05-07 19:19:00,2021-05-07 19:53:00
11384,2021-05-08 18:13:00,2021-05-08 19:19:00,2021-05-08 19:53:00
11393,2021-05-09 18:13:00,2021-05-09 19:20:00,2021-05-09 19:53:00
11402,2021-05-10 18:13:00,2021-05-10 19:20:00,2021-05-10 19:53:00
11411,2021-05-11 18:13:00,2021-05-11 19:20:00,2021-05-11 19:54:00
11420,2021-05-12 18:13:00,2021-05-12 19:20:00,2021-05-12 19:54:00
11429,2021-05-13 18:13:00,2021-05-13 19:19:00,2021-05-13 19:53:00
11438,2021-05-14 18:13:00,2021-05-14 19:20:00,2021-05-14 19:53:00
11447,2021-05-15 18:13:00,2021-05-15 19:19:00,2021-05-15 19:53:00
11456,2021-05-16 18:13:00,2021-05-16 19:19:00,2021-05-16 19:53:00
11465,2021-05-17 18:13:00,2021-05-17 19:20:00,2021-05-17 19:54:00
11474,2021-05-18 18:13:00,2021-05-18 19:20:00,2021-05-18 19:54:00
11483,2021-05-19 18:13:00,2021-05-19 19:22:00,2021-05-19 19:57:00
11492,2021-05-20 18:13:00,2021-05-20 19:22:00,2021-05-20 19:58:00
11501,2021-05-21 18:13:00,2021-05-21 19:22:00,2021-05-21 19:58:00
11510,2021-05-22 18:13:00,2021-05-22 19:21:00,2021-05-22 19:55:00
11519,2021-05-23 18:13:00,2021-05-23 19:21:00,2021-05-23 19:55:00
11528,2021-05-24 18:13:00,2021-05-24 19:23:00,2021-05-24 19:58:00
11537,2021-05-25 18:13:00,2021-05-25 19:22:00,2021-05-25 19:57:00
11546,2021-05-26 18:13:00,2021-05-26 19:22:00,2021-05-26 19:58:00
11555,2021-05-27 18:13:00,2021-05-27 19:21:00,2021-05-27 19:56:00
11564,2021-05-28 18:13:00,2021-05-28 19:19:00,2021-05-28 19:52:00
11573,2021-05-29 18:13:00,2021-05-29 19:19:00,2021-05-29 19:52:00
11582,2021-05-30 18:13:00,2021-05-30 19:20:00,2021-05-30 19:54:00
11591,2021-05-31 18:13:00,2021-05-31 19:20:00,2021-05-31 19:55:00
11600,2021-06-01 18:13:00,2021-06-01 19:21:00,2021-06-01 19:55:00
11609,2021-06-02 18:13:00,2021-06-02 19:22:00,2021-06-02 19:57:00
11618,2021-06-03 18:13:00,2021-06-03 19:20:00,2021-06-03 19:54:00
11627,2021-06-04 18:13:00,2021-06-04 19:22:00,2021-06-04 19:57:00
11636,2021-06-05 18:13:00,2021-06-05 19:20:00,2021-06-05 19:53:00
11645,2021-06-06 18:13:00,2021-06-06 19:20:00,2021-06-06 19:53:00
11654,2021-06-07 18:13:00,2021-06-07 19:20:00,2021-06-07 19:54:00
11663,2021-06-08 18:13:00,2021-06-08 19:20:00,2021-06-08 19:55:00
11672,2021-06-09 18:13:00,2021-06-09 19:20:00,2021-06-09 19:54:00
11681,2021-06-10 18:13:00,2021-06-10 19:19:00,2021-06-10 19:53:00
11690,2021-06-11 18:13:00,2021-06-11 19:19:00,2021-06-11 19:53:00
11699,2021-06-12 18:13:00,2021-06-12 19:23:00,2021-06-12 19:58:00
11708,2021-06-13 18:13:00,2021-06-13 19:21:00,2021-06-13 19:55:00
11717,2021-06-14 18:13:00,2021-06-14 19:20:00,2021-06-14 19:54:00
11726,2021-06-15 18:13:00,2021-06-15 19:20:00,2021-06-15 19:54:00
11735,2021-06-16 18:13:00,2021-06-16 19:20:00,2021-06-16 19:54:00
11744,2021-06-17 18:13:00,2021-06-17 19:21:00,2021-06-17 19:55:00
11753,2021-06-18 18:13:00,2021-06-18 19:20:00,2021-06-18 19:54:00
11762,2021-06-19 18:13:00,2021-06-19 19:20:00,2021-06-19 19:54:00
11771,2021-06-20 18:13:00,2021-06-20 19:20:00,2021-06-20 19:53:00
11780,2021-06-21 18:13:00,2021-06-21 19:18:00,2021-06-21 19:52:00
11789,2021-06-22 18:13:00,2021-06-22 19:18:00,2021-06-22 19:51:00
11799,2021-06-24 18:13:00,2021-06-24 19:20:00,2021-06-24 19:53:00
11809,2021-06-26 18:13:00,2021-06-26 19:19:00,2021-06-26 19:52:00
11818,2021-06-27 18:13:00,2021-06-27 19:19:00,2021-06-27 19:53:00
11827,2021-06-28 18:13:00,2021-06-28 19:19:00,2021-06-28 19:52:00
11836,2021-06-29 18:13:00,2021-06-29 19:19:00,2021-06-29 19:52:00
11845,2021-06-30 18:13:00,2021-06-30 19:19:00,2021-06-30 19:53:00
11854,2021-07-01 18:13:00,2021-07-01 19:19:00,2021-07-01 19:52:00
